Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,isol_growth_condt,STRAIN,num_replicons,ref_biomaterial,host_subject_id,Source_material_ID,Cultivar,Ecotype,isolate
SRR9220099,WGS,257,469782252,PRJNA544527,SAMN11848945,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",192527752,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,wgmlst_sig,fastq,realign","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990356,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0059_d9,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0059_d9,SRP200548,missing,BIOML-A348,missing,missing,,,,,
SRR9220100,WGS,260,248372402,PRJNA544527,SAMN11849041,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",113517096,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-02-19,public,"realign,sra,wgmlst_sig,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990355,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,cx_0004_0072_d12,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,cx_0004_0072_d12,SRP200548,missing,BIOML-A444,missing,missing,,,,,
SRR9220102,WGS,274,1000804268,PRJNA544527,SAMN11848695,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",432924460,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-07,public,"realign,fastq,wgmlst_sig,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990353,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0025_0078_c12,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0025_0078_c12,SRP200548,missing,BIOML-A98,missing,missing,,,,,
SRR9220103,WGS,257,588382639,PRJNA544527,SAMN11848698,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",252624622,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-07,public,"sra,wgmlst_sig,fastq,realign","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990352,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0025_0078_d11,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0025_0078_d11,SRP200548,missing,BIOML-A101,missing,missing,,,,,
SRR9220107,WGS,264,1004233434,PRJNA544527,SAMN11848702,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",436730701,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-07,public,"realign,sra,fastq,wgmlst_sig","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990348,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0025_0078_e10,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0025_0078_e10,SRP200548,missing,BIOML-A105,missing,missing,,,,,
SRR9220109,WGS,257,496043715,PRJNA544527,SAMN11848175,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",217986731,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990346,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0068_f4,PAIRED,RANDOM,GENOMIC,Bifidobacterium pseudocatenulatum,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0068_f4,SRP200548,missing,BIOML-A78,missing,missing,,,,,
SRR9220111,WGS,277,96208020,PRJNA544527,SAMN11848773,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",43038946,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"sra,realign,fastq,wgmlst_sig","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990344,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0079_h4,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0079_h4,SRP200548,missing,BIOML-A176,missing,missing,,,,,
SRR9220112,WGS,249,1809473482,PRJNA544527,SAMN11848518,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",693338784,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-15,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990343,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0048_e1,PAIRED,RANDOM,GENOMIC,Enterococcus hirae,ILLUMINA,2019-07-31T00:00:00Z,an_0080_0048_e1,SRP200548,missing,BIOML-A21,missing,missing,,,,,
SRR9220113,WGS,277,390545211,PRJNA544527,SAMN11848768,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",167359463,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"fastq,sra,wgmlst_sig,realign","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990342,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0079_g4,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0079_g4,SRP200548,missing,BIOML-A171,missing,missing,,,,,
SRR9220114,WGS,279,364216790,PRJNA544527,SAMN11848767,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",157209920,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"realign,wgmlst_sig,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990341,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0079_g3,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0079_g3,SRP200548,missing,BIOML-A170,missing,missing,,,,,
SRR9220118,WGS,277,82788884,PRJNA544527,SAMN11848771,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",37090322,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"wgmlst_sig,sra,realign,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990337,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0079_h1,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0079_h1,SRP200548,missing,BIOML-A174,missing,missing,,,,,
SRR9220119,WGS,276,536315660,PRJNA544527,SAMN11848770,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",227978292,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"realign,fastq,wgmlst_sig,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990336,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0079_g6,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0079_g6,SRP200548,missing,BIOML-A173,missing,missing,,,,,
SRR9220121,WGS,282,379201536,PRJNA544527,SAMN11848952,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",154515061,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"realign,sra,wgmlst_sig,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990334,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0059_g8,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0059_g8,SRP200548,missing,BIOML-A355,missing,missing,,,,,
SRR9220123,WGS,269,664868619,PRJNA544527,SAMN11848946,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",270134857,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"realign,sra,wgmlst_sig,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990332,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0059_e7,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0059_e7,SRP200548,missing,BIOML-A349,missing,missing,,,,,
SRR9220126,WGS,264,447038409,PRJNA544527,SAMN11848152,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",182265277,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990329,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0050_b1,PAIRED,RANDOM,GENOMIC,Bifidobacterium pseudocatenulatum,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0050_b1,SRP200548,missing,BIOML-A55,missing,missing,,,,,
SRR9220129,WGS,261,723648697,PRJNA544527,SAMN11848942,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",282709447,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,wgmlst_sig,realign,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990326,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0059_c9,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0059_c9,SRP200548,missing,BIOML-A345,missing,missing,,,,,
SRR9220131,WGS,276,751184987,PRJNA544527,SAMN11848874,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",325347709,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-12,public,"wgmlst_sig,sra,realign,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990324,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0224_0080_e7,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0224_0080_e7,SRP200548,missing,BIOML-A277,missing,missing,,,,,
SRR9220133,WGS,266,975807232,PRJNA544527,SAMN11848870,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",425425579,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-12,public,"fastq,sra,wgmlst_sig,realign","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990322,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0224_0080_c7-BIS,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0224_0080_c7-BIS,SRP200548,missing,BIOML-A273,missing,missing,,,,,
SRR9220135,WGS,265,1011321134,PRJNA544527,SAMN11848872,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",424402729,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-12,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990320,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0224_0080_d12,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0224_0080_d12,SRP200548,missing,BIOML-A275,missing,missing,,,,,
SRR9220138,WGS,279,212223439,PRJNA544527,SAMN11848867,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",92316833,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-12,public,"fastq,realign,sra,wgmlst_sig","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990317,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0224_0080_a8,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0224_0080_a8,SRP200548,missing,BIOML-A270,missing,missing,,,,,
SRR9220141,WGS,257,865863562,PRJNA544527,SAMN11848462,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",414837701,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-11,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990314,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0171_0074_f4,PAIRED,RANDOM,GENOMIC,Enterococcus durans,ILLUMINA,2019-07-31T00:00:00Z,am_0171_0074_f4,SRP200548,missing,BIOML-A50,missing,missing,,,,,
SRR9220142,WGS,258,494044742,PRJNA544527,SAMN11848779,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",235247052,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"fastq,realign,wgmlst_sig,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990313,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0075_e10,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0075_e10,SRP200548,missing,BIOML-A182,missing,missing,,,,,
SRR9220144,WGS,265,1281315445,PRJNA544527,SAMN11848941,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",511960916,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"fastq,sra,wgmlst_sig,realign","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990311,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0059_c7,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0059_c7,SRP200548,missing,BIOML-A344,missing,missing,,,,,
SRR9220145,WGS,253,46317649,PRJNA544527,SAMN11848777,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",23126201,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-05-20,public,"sra,wgmlst_sig,realign,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990310,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0070_0075_a12,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0070_0075_a12,SRP200548,missing,BIOML-A180,missing,missing,,,,,
SRR9220148,WGS,270,2655033748,PRJNA544527,SAMN11848531,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",1041871080,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-15,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990979,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0048_g2,PAIRED,RANDOM,GENOMIC,Enterococcus hirae,ILLUMINA,2019-07-31T00:00:00Z,an_0080_0048_g2,SRP200548,missing,BIOML-A34,missing,missing,,,,,
SRR9220149,WGS,256,575269213,PRJNA544527,SAMN11848743,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",241599848,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"fastq,wgmlst_sig,realign,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990978,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0079_b2,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0079_b2,SRP200548,missing,BIOML-A146,missing,missing,,,,,
SRR9220150,WGS,272,650654422,PRJNA544527,SAMN11848740,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",277839877,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"sra,wgmlst_sig,fastq,realign","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990977,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0079_a4,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0079_a4,SRP200548,missing,BIOML-A143,missing,missing,,,,,
SRR9220152,WGS,276,134187403,PRJNA544527,SAMN11848742,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",59937024,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"wgmlst_sig,fastq,sra,realign","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990975,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0079_a6,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0079_a6,SRP200548,missing,BIOML-A145,missing,missing,,,,,
SRR9220155,WGS,261,98240073,PRJNA544527,SAMN11848735,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",47600867,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"fastq,wgmlst_sig,sra,realign","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990972,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0075_g5,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0075_g5,SRP200548,missing,BIOML-A138,missing,missing,,,,,
SRR9220159,WGS,242,351066172,PRJNA544527,SAMN11848933,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",159995897,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-09,public,"sra,wgmlst_sig,fastq,realign","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990968,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,bf_0095_0017_d8,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,bf_0095_0017_d8,SRP200548,missing,BIOML-A336,missing,missing,,,,,
SRR9220162,WGS,267,988049318,PRJNA544527,SAMN11848764,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",420856536,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"sra,fastq,wgmlst_sig,realign","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990965,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0079_f6,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0079_f6,SRP200548,missing,BIOML-A167,missing,missing,,,,,
SRR9220163,WGS,249,1334064102,PRJNA544527,SAMN11848525,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",514256452,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-15,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990964,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0048_f1,PAIRED,RANDOM,GENOMIC,Enterococcus hirae,ILLUMINA,2019-07-31T00:00:00Z,an_0080_0048_f1,SRP200548,missing,BIOML-A28,missing,missing,,,,,
SRR9220166,WGS,276,309456891,PRJNA544527,SAMN11848762,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",136099847,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"fastq,wgmlst_sig,realign,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990961,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0052_0079_f3,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0052_0079_f3,SRP200548,missing,BIOML-A165,missing,missing,,,,,
SRR9220169,WGS,250,1652598618,PRJNA544527,SAMN11848526,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",639594141,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-15,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990958,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0048_f2,PAIRED,RANDOM,GENOMIC,Enterococcus hirae,ILLUMINA,2019-07-31T00:00:00Z,an_0080_0048_f2,SRP200548,missing,BIOML-A29,missing,missing,,,,,
SRR9220170,WGS,273,599953005,PRJNA544527,SAMN11848630,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",265437543,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"wgmlst_sig,fastq,realign,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990957,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_f6,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_f6,SRP200548,missing,BIOML-A33,missing,missing,,,,,
SRR9220172,WGS,276,458665562,PRJNA544527,SAMN11848628,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",202743125,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-03,public,"realign,sra,fastq,wgmlst_sig","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990955,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,am_0001_0092_f1,PAIRED,RANDOM,GENOMIC,Escherichia coli,ILLUMINA,2019-07-31T00:00:00Z,am_0001_0092_f1,SRP200548,missing,BIOML-A31,missing,missing,,,,,
SRR9220175,WGS,280,1491786444,PRJNA544527,SAMN11848534,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",585419845,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-15,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990952,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0048_g8,PAIRED,RANDOM,GENOMIC,Enterococcus hirae,ILLUMINA,2019-07-31T00:00:00Z,an_0080_0048_g8,SRP200548,missing,BIOML-A37,missing,missing,,,,,
SRR9220176,WGS,269,564407486,PRJNA544527,SAMN11848313,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",236204950,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-01,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990951,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,af_0058_0067_b4,PAIRED,RANDOM,GENOMIC,Blautia wexlerae,ILLUMINA,2019-07-31T00:00:00Z,af_0058_0067_b4,SRP200548,missing,BIOML-A12,missing,missing,,,,,
SRR9220177,WGS,255,1943613125,PRJNA544527,SAMN11848532,"MIGS.ba,MIGS/MIMS/MIMARKS.human-gut",742574688,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-15,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5990950,USA,North America,USA:Boston,Homo sapiens,NextSeq 500,42.36 N 71.06 W,an_0080_0048_g5,PAIRED,RANDOM,GENOMIC,Enterococcus hirae,ILLUMINA,2019-07-31T00:00:00Z,an_0080_0048_g5,SRP200548,missing,BIOML-A35,missing,missing,,,,,
